,Unnamed: 0,Unnamed: 0.1,year,song,artist,peak_pos,weeks_on_chart,instance,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
4642,4642,4643,2018,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",5,15,1,0.552,0.76,0.0,-4.706,1.0,0.342,0.0733,0.0,0.0865,0.639,135.702,audio_features,5WvAo7DNuPRmk4APhdPzi8,spotify:track:5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/tracks/5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/audio-analysis/5WvAo7DNuPRmk4APhdPzi8,260000.0,5.0,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4643,4643,4644,2011,No BS,Chris Brown,89,18,1,0.426,0.612,1.0,-6.359,0.0,0.0567,0.12,0.0,0.11900000000000001,0.106,172.171,audio_features,6P3cUSAoT4EeMxVgWVdBra,spotify:track:6P3cUSAoT4EeMxVgWVdBra,https://api.spotify.com/v1/tracks/6P3cUSAoT4EeMxVgWVdBra,https://api.spotify.com/v1/audio-analysis/6P3cUSAoT4EeMxVgWVdBra,247933.0,4.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
4644,4644,4645,2018,No Bystanders,Travis Scott,31,2,1,0.731,0.8109999999999999,1.0,-3.225,1.0,0.0712,0.0204,0.0,0.41100000000000003,0.426,147.045,audio_features,6OaVWaGfhXn70ZJfdVcabn,spotify:track:6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/tracks/6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/audio-analysis/6OaVWaGfhXn70ZJfdVcabn,218284.0,4.0,"['pop', 'pop rap', 'rap']"
4645,4645,4646,2017,No Cap,Future & Young Thug,62,1,1,0.8,0.523,1.0,-6.578,1.0,0.107,0.00108,0.0,0.352,0.379,147.057,audio_features,06Gyf2pFDVmN5K8XAawG96,spotify:track:06Gyf2pFDVmN5K8XAawG96,https://api.spotify.com/v1/tracks/06Gyf2pFDVmN5K8XAawG96,https://api.spotify.com/v1/audio-analysis/06Gyf2pFDVmN5K8XAawG96,144142.0,4.0,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4646,4646,4647,2012,No Church In The Wild,Jay Z Kanye West Featuring Frank Ocean,100,5,1,,,,,,,,,,,,,,,,,,,
4647,4647,4648,2017,No Complaints,Metro Boomin Featuring Offset & Drake,100,5,3,0.914,0.507,2.0,-10.784,1.0,0.16399999999999998,0.0855,0.0254,0.0797,0.19899999999999998,123.956,audio_features,6kig1UFggPUyZBCvXD3Wod,spotify:track:6kig1UFggPUyZBCvXD3Wod,https://api.spotify.com/v1/tracks/6kig1UFggPUyZBCvXD3Wod,https://api.spotify.com/v1/audio-analysis/6kig1UFggPUyZBCvXD3Wod,261733.0,4.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4648,4648,4649,2018,No Excuses,Meghan Trainor,46,12,1,0.8270000000000001,0.6579999999999999,6.0,-3.846,1.0,0.0517,0.0224,0.0,0.0417,0.523,115.016,audio_features,7fCNUWi6uflDTQ08srxMZk,spotify:track:7fCNUWi6uflDTQ08srxMZk,https://api.spotify.com/v1/tracks/7fCNUWi6uflDTQ08srxMZk,https://api.spotify.com/v1/audio-analysis/7fCNUWi6uflDTQ08srxMZk,152862.0,4.0,"['dance pop', 'hip pop', 'pop', 'post-teen pop']"
4649,4649,4650,2017,No Favors,Big Sean Featuring Eminem,22,3,1,0.58,0.768,11.0,-5.482,1.0,0.386,0.608,1.05e-06,0.342,0.35100000000000003,124.719,audio_features,1MksGqIztTT6M9R1ErKVs8,spotify:track:1MksGqIztTT6M9R1ErKVs8,https://api.spotify.com/v1/tracks/1MksGqIztTT6M9R1ErKVs8,https://api.spotify.com/v1/audio-analysis/1MksGqIztTT6M9R1ErKVs8,325840.0,5.0,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4650,4650,4651,2017,No Fear,DeJ Loaf,100,1,1,0.614,0.682,11.0,-4.117,0.0,0.102,0.387,0.0,0.134,0.5660000000000001,100.20200000000001,audio_features,2H881m3JRA8lpuuwaQL6zy,spotify:track:2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/tracks/2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/audio-analysis/2H881m3JRA8lpuuwaQL6zy,169853.0,4.0,"['deep pop r&b', 'detroit hip hop', 'pop', 'pop rap', 'rap', 'trap', 'trap queen']"
4651,4651,4652,2014,No Flex Zone,Rae Sremmurd,98,20,1,0.925,0.519,8.0,-6.055,1.0,0.10400000000000001,0.00412,0.0,0.0971,0.247,120.08,audio_features,2L8cFPItBljPNJgPjTnuIf,spotify:track:2L8cFPItBljPNJgPjTnuIf,https://api.spotify.com/v1/tracks/2L8cFPItBljPNJgPjTnuIf,https://api.spotify.com/v1/audio-analysis/2L8cFPItBljPNJgPjTnuIf,231067.0,4.0,"['hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4652,4652,4653,2017,No Flockin,Kodak Black,95,1,1,0.943,0.595,5.0,-8.372,0.0,0.191,0.0673,0.0,0.0839,0.815,117.53200000000001,audio_features,34oWbFBfGEElvgO0a5c9V4,spotify:track:34oWbFBfGEElvgO0a5c9V4,https://api.spotify.com/v1/tracks/34oWbFBfGEElvgO0a5c9V4,https://api.spotify.com/v1/audio-analysis/34oWbFBfGEElvgO0a5c9V4,165291.0,4.0,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4653,4653,4654,2017,No Frauds,"Nicki Minaj, Drake & Lil Wayne",14,7,1,0.873,0.561,1.0,-7.013,1.0,0.272,0.0766,2.93e-06,0.416,0.417,139.064,audio_features,7KcGEssn7BnJdTgildK5y0,spotify:track:7KcGEssn7BnJdTgildK5y0,https://api.spotify.com/v1/tracks/7KcGEssn7BnJdTgildK5y0,https://api.spotify.com/v1/audio-analysis/7KcGEssn7BnJdTgildK5y0,272453.0,4.0,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']"
4654,4654,4655,2019,No Guidance,Chris Brown Featuring Drake,9,1,1,0.698,0.45399999999999996,1.0,-6.756,0.0,0.151,0.12300000000000001,0.0,0.155,0.13699999999999998,92.932,audio_features,6XHVuErjQ4XNm6nDPVCxVX,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,260640.0,4.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
4655,4655,4656,2011,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,45,32,1,0.76,0.595,1.0,-6.3660000000000005,1.0,0.0391,0.0054399999999999995,0.0,0.24100000000000002,0.361,131.497,audio_features,03tqyYWC9Um2ZqU0ZN849H,spotify:track:03tqyYWC9Um2ZqU0ZN849H,https://api.spotify.com/v1/tracks/03tqyYWC9Um2ZqU0ZN849H,https://api.spotify.com/v1/audio-analysis/03tqyYWC9Um2ZqU0ZN849H,263773.0,4.0,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4656,4656,4657,2017,No Heart,21 Savage & Metro Boomin,85,19,1,0.906,0.444,4.0,-8.692,0.0,0.384,0.136,6.44e-05,0.173,0.678,140.063,audio_features,4gmmRb6bZJffOOiww1JGTO,spotify:track:4gmmRb6bZJffOOiww1JGTO,https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO,https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO,235040.0,4.0,"['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4657,4657,4658,2012,No Hurry,Zac Brown Band,96,16,1,0.564,0.531,3.0,-5.809,1.0,0.0287,0.376,0.0,0.312,0.40700000000000003,146.018,audio_features,020ffiIfWvx5EH9VJ8Dkg2,spotify:track:020ffiIfWvx5EH9VJ8Dkg2,https://api.spotify.com/v1/tracks/020ffiIfWvx5EH9VJ8Dkg2,https://api.spotify.com/v1/audio-analysis/020ffiIfWvx5EH9VJ8Dkg2,226227.0,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
4658,4658,4659,2000,No Leaf Clover,Metallica,86,10,1,0.24600000000000002,0.9520000000000001,3.0,-5.045,0.0,0.114,0.000558,0.00193,0.9590000000000001,0.387,151.374,audio_features,0n4AllHzf3ma4ki20Y9h00,spotify:track:0n4AllHzf3ma4ki20Y9h00,https://api.spotify.com/v1/tracks/0n4AllHzf3ma4ki20Y9h00,https://api.spotify.com/v1/audio-analysis/0n4AllHzf3ma4ki20Y9h00,343200.0,4.0,"['hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
4659,4659,4660,2003,No Letting Go,Wayne Wonder,75,31,1,0.495,0.8190000000000001,5.0,-5.656000000000001,0.0,0.0444,0.0479,0.000215,0.177,0.318,100.213,audio_features,5dWfl2PBpKHpBVdz95wxK1,spotify:track:5dWfl2PBpKHpBVdz95wxK1,https://api.spotify.com/v1/tracks/5dWfl2PBpKHpBVdz95wxK1,https://api.spotify.com/v1/audio-analysis/5dWfl2PBpKHpBVdz95wxK1,202013.0,4.0,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'roots reggae', 'soca']"
4660,4660,4661,2012,No Lie,2 Chainz Featuring Drake,45,26,1,0.634,0.665,6.0,-5.984,0.0,0.17600000000000002,0.0172,0.0,0.365,0.611,131.108,audio_features,6j9iyrrmqWlQZ5SD1hSTaq,spotify:track:6j9iyrrmqWlQZ5SD1hSTaq,https://api.spotify.com/v1/tracks/6j9iyrrmqWlQZ5SD1hSTaq,https://api.spotify.com/v1/audio-analysis/6j9iyrrmqWlQZ5SD1hSTaq,237827.0,4.0,"['atl hip hop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4661,4661,4662,2018,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,85,28,1,0.838,0.7709999999999999,1.0,-3.7910000000000004,1.0,0.244,0.0117,0.0,0.0853,0.405,175.957,audio_features,2DQ1ITjI0YoLFzuADN1ZBW,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/tracks/2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/audio-analysis/2DQ1ITjI0YoLFzuADN1ZBW,245387.0,4.0,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']"
4662,4662,4663,2016,No Limit,Usher Featuring Young Thug,80,20,1,0.7170000000000001,0.523,10.0,-6.506,0.0,0.0611,0.0799,0.0,0.20600000000000002,0.282,127.04700000000001,audio_features,1CDBn2Lm7E63XKQDsdCq6O,spotify:track:1CDBn2Lm7E63XKQDsdCq6O,https://api.spotify.com/v1/tracks/1CDBn2Lm7E63XKQDsdCq6O,https://api.spotify.com/v1/audio-analysis/1CDBn2Lm7E63XKQDsdCq6O,228613.0,4.0,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
4663,4663,4664,2017,No Long Talk,Drake Featuring Giggs,40,2,1,0.919,0.627,10.0,-6.763999999999999,0.0,0.23399999999999999,0.0626,0.0,0.529,0.52,97.07600000000001,audio_features,6CfrYuD3YRDYdYvH9jNtXY,spotify:track:6CfrYuD3YRDYdYvH9jNtXY,https://api.spotify.com/v1/tracks/6CfrYuD3YRDYdYvH9jNtXY,https://api.spotify.com/v1/audio-analysis/6CfrYuD3YRDYdYvH9jNtXY,149569.0,4.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
4664,4664,4665,2017,No Longer Friends,Bryson Tiller,98,1,1,0.652,0.6629999999999999,11.0,-7.78,1.0,0.326,0.205,0.0,0.105,0.377,114.133,audio_features,4IdAIZRVkwuQQnHpi529cn,spotify:track:4IdAIZRVkwuQQnHpi529cn,https://api.spotify.com/v1/tracks/4IdAIZRVkwuQQnHpi529cn,https://api.spotify.com/v1/audio-analysis/4IdAIZRVkwuQQnHpi529cn,134747.0,4.0,"['pop', 'pop rap', 'rap', 'trap']"
4665,4665,4666,2015,No Love,August Alsina,73,18,1,0.593,0.625,0.0,-7.957000000000001,0.0,0.14800000000000002,0.00448,0.0,0.863,0.322,130.79399999999998,audio_features,7ewfvLrlI0VNht4vEnoTMh,spotify:track:7ewfvLrlI0VNht4vEnoTMh,https://api.spotify.com/v1/tracks/7ewfvLrlI0VNht4vEnoTMh,https://api.spotify.com/v1/audio-analysis/7ewfvLrlI0VNht4vEnoTMh,276080.0,4.0,"['dance pop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
4666,4666,4667,2011,No Love,Eminem Featuring Lil Wayne,89,20,2,0.522,0.932,11.0,-2.87,1.0,0.255,0.11900000000000001,0.0,0.177,0.33,129.47299999999998,audio_features,7bHT9osSq1rwT2yaImzqCi,spotify:track:7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/tracks/7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/audio-analysis/7bHT9osSq1rwT2yaImzqCi,299507.0,4.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
4667,4667,4668,2002,No Matta What (Party All Night),Toya,97,7,1,0.6759999999999999,0.8220000000000001,8.0,-5.4270000000000005,1.0,0.0919,0.0957,0.0,0.0762,0.386,81.079,audio_features,6jCLSGa6VpnHu5kc3d3j9E,spotify:track:6jCLSGa6VpnHu5kc3d3j9E,https://api.spotify.com/v1/tracks/6jCLSGa6VpnHu5kc3d3j9E,https://api.spotify.com/v1/audio-analysis/6jCLSGa6VpnHu5kc3d3j9E,208733.0,4.0,['hip pop']
4668,4668,4669,2008,No Matter What,T.I.,72,2,1,0.498,0.8240000000000001,11.0,-5.091,1.0,0.247,0.0033200000000000005,0.0,0.0757,0.332,145.639,audio_features,6ufB4VdDWdIXZWHxdtYKFR,spotify:track:6ufB4VdDWdIXZWHxdtYKFR,https://api.spotify.com/v1/tracks/6ufB4VdDWdIXZWHxdtYKFR,https://api.spotify.com/v1/audio-analysis/6ufB4VdDWdIXZWHxdtYKFR,315680.0,4.0,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4669,4669,4670,2000,No Matter What They Say,Lil Kim,80,10,1,0.743,0.774,1.0,-7.697,1.0,0.325,0.0262,0.0,0.13699999999999998,0.6459999999999999,106.08200000000001,audio_features,5bH5uk3A1Y9Aky75Akkdvg,spotify:track:5bH5uk3A1Y9Aky75Akkdvg,https://api.spotify.com/v1/tracks/5bH5uk3A1Y9Aky75Akkdvg,https://api.spotify.com/v1/audio-analysis/5bH5uk3A1Y9Aky75Akkdvg,251200.0,4.0,"['dance pop', 'east coast hip hop', 'escape room', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']"
4670,4670,4671,2000,No Me Dejes De Querer,Gloria Estefan,77,1,1,0.703,0.889,10.0,-5.605,0.0,0.0974,0.313,0.0,0.534,0.8740000000000001,83.287,audio_features,4sjOZ8ajmyXbKXkrriCAo9,spotify:track:4sjOZ8ajmyXbKXkrriCAo9,https://api.spotify.com/v1/tracks/4sjOZ8ajmyXbKXkrriCAo9,https://api.spotify.com/v1/audio-analysis/4sjOZ8ajmyXbKXkrriCAo9,208427.0,4.0,"['dance pop', 'disco', 'latin pop', 'new wave pop', 'soft rock']"
4671,4671,4672,2008,No Me Doy Por Vencido,Luis Fonsi,100,9,4,0.368,0.649,3.0,-5.8660000000000005,1.0,0.079,0.429,0.0,0.596,0.47600000000000003,171.976,audio_features,4lerOTNr2tFWJCAmmhymhi,spotify:track:4lerOTNr2tFWJCAmmhymhi,https://api.spotify.com/v1/tracks/4lerOTNr2tFWJCAmmhymhi,https://api.spotify.com/v1/audio-analysis/4lerOTNr2tFWJCAmmhymhi,239400.0,3.0,"['dance pop', 'latin', 'latin pop', 'pop', 'puerto rican pop', 'tropical']"
4672,4672,4673,2014,No Mediocre,T.I. Featuring Iggy Azalea,58,20,1,0.78,0.45,1.0,-9.539,1.0,0.0465,0.0826,0.0,0.0809,0.17800000000000002,95.486,audio_features,38aECKrbMv2F5FsYYCewCQ,spotify:track:38aECKrbMv2F5FsYYCewCQ,https://api.spotify.com/v1/tracks/38aECKrbMv2F5FsYYCewCQ,https://api.spotify.com/v1/audio-analysis/38aECKrbMv2F5FsYYCewCQ,201600.0,4.0,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4673,4673,4674,2000,No Mercy,Ty Herndon,100,8,2,0.40700000000000003,0.627,10.0,-6.769,1.0,0.03,0.11199999999999999,0.000266,0.13,0.43799999999999994,187.676,audio_features,3ZzmuoHXbV5Lu0O1BZm2Bd,spotify:track:3ZzmuoHXbV5Lu0O1BZm2Bd,https://api.spotify.com/v1/tracks/3ZzmuoHXbV5Lu0O1BZm2Bd,https://api.spotify.com/v1/audio-analysis/3ZzmuoHXbV5Lu0O1BZm2Bd,285960.0,4.0,"['contemporary country', 'country', 'country road']"
4674,4674,4675,2018,No Mistakes,Kanye West,36,1,1,0.643,0.6459999999999999,10.0,-2.4419999999999997,0.0,0.0629,0.0393,0.0,0.109,0.35,80.17399999999999,audio_features,35KV2Nuib6jPMVN00O8iba,spotify:track:35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/tracks/35KV2Nuib6jPMVN00O8iba,https://api.spotify.com/v1/audio-analysis/35KV2Nuib6jPMVN00O8iba,123040.0,4.0,"['chicago rap', 'pop rap', 'rap']"
4675,4675,4676,2016,No Money,Galantis,99,5,2,0.6709999999999999,0.9159999999999999,6.0,-4.013999999999999,0.0,0.0397,0.0282,0.00762,0.24,0.8029999999999999,126.01,audio_features,0gb1J5UrTpzaU1s3nupgCd,spotify:track:0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/tracks/0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/audio-analysis/0gb1J5UrTpzaU1s3nupgCd,189127.0,4.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']"
4676,4676,4677,2018,No More,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",79,1,1,0.636,0.501,11.0,-7.26,0.0,0.32899999999999996,0.413,0.0,0.33899999999999997,0.196,82.309,audio_features,42k9e2hgl98IdgkXLg4pxs,spotify:track:42k9e2hgl98IdgkXLg4pxs,https://api.spotify.com/v1/tracks/42k9e2hgl98IdgkXLg4pxs,https://api.spotify.com/v1/audio-analysis/42k9e2hgl98IdgkXLg4pxs,265120.0,4.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4677,4677,4678,2000,No More,Ruff Endz,76,26,1,0.8390000000000001,0.6409999999999999,10.0,-5.669,0.0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.00399999999999,audio_features,2WfhlEjoUII31H6imnQdvF,spotify:track:2WfhlEjoUII31H6imnQdvF,https://api.spotify.com/v1/tracks/2WfhlEjoUII31H6imnQdvF,https://api.spotify.com/v1/audio-analysis/2WfhlEjoUII31H6imnQdvF,242560.0,4.0,"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']"
4678,4678,4679,2001,No More (Baby Ima Do Right),3LW,96,25,1,0.721,0.723,2.0,-7.08,0.0,0.0631,0.102,4.4e-06,0.0651,0.7609999999999999,88.93299999999999,audio_features,5zn1hpm9N0ylKB7kOtpCw2,spotify:track:5zn1hpm9N0ylKB7kOtpCw2,https://api.spotify.com/v1/tracks/5zn1hpm9N0ylKB7kOtpCw2,https://api.spotify.com/v1/audio-analysis/5zn1hpm9N0ylKB7kOtpCw2,263440.0,4.0,"['girl group', 'hip pop', 'r&b', 'urban contemporary']"
4679,4679,4680,2002,No More Drama,Mary J. Blige,74,20,1,0.659,0.852,6.0,-6.8420000000000005,0.0,0.14300000000000002,0.584,0.000331,0.0812,0.6859999999999999,97.963,audio_features,7nWsh14AHpnTzq1Xejz90U,spotify:track:7nWsh14AHpnTzq1Xejz90U,https://api.spotify.com/v1/tracks/7nWsh14AHpnTzq1Xejz90U,https://api.spotify.com/v1/audio-analysis/7nWsh14AHpnTzq1Xejz90U,326240.0,4.0,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
4680,4680,4681,2000,No More Rain (In This Cloud),Angie Stone,79,17,1,0.698,0.662,10.0,-7.997000000000001,1.0,0.087,0.564,1.38e-06,0.0875,0.81,141.639,audio_features,6mZI2vbLv1UvlclwDQ4uvc,spotify:track:6mZI2vbLv1UvlclwDQ4uvc,https://api.spotify.com/v1/tracks/6mZI2vbLv1UvlclwDQ4uvc,https://api.spotify.com/v1/audio-analysis/6mZI2vbLv1UvlclwDQ4uvc,283701.0,4.0,"['neo soul', 'r&b', 'soul', 'urban contemporary']"
4681,4681,4682,2018,No Name,NF,82,1,1,0.726,0.789,2.0,-4.0969999999999995,1.0,0.134,0.218,0.0,0.237,0.268,130.947,audio_features,7hdw5gAGMyyn9z0XgfTv1j,spotify:track:7hdw5gAGMyyn9z0XgfTv1j,https://api.spotify.com/v1/tracks/7hdw5gAGMyyn9z0XgfTv1j,https://api.spotify.com/v1/audio-analysis/7hdw5gAGMyyn9z0XgfTv1j,183827.0,4.0,"['hip hop', 'rap']"
4682,4682,4683,2013,No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",55,19,1,0.703,0.6809999999999999,2.0,-6.356,1.0,0.133,0.00589,0.0,0.449,0.245,124.928,audio_features,04a1HkNH7LFsG5mEiLN7vl,spotify:track:04a1HkNH7LFsG5mEiLN7vl,https://api.spotify.com/v1/tracks/04a1HkNH7LFsG5mEiLN7vl,https://api.spotify.com/v1/audio-analysis/04a1HkNH7LFsG5mEiLN7vl,308333.0,4.0,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
4683,4683,4684,2008,No One,Alicia Keys,71,39,1,0.644,0.5479999999999999,1.0,-5.416,0.0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,audio_features,6IwKcFdiRQZOWeYNhUiWIv,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/audio-analysis/6IwKcFdiRQZOWeYNhUiWIv,253813.0,4.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
4684,4684,4685,2003,No One Knows,Queens Of The Stone Age,78,20,1,0.507,0.588,0.0,-4.881,1.0,0.0641,0.0359,0.000129,0.373,0.637,170.889,audio_features,6NvRxjfYkkT2SpirAlmsjH,spotify:track:6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/tracks/6NvRxjfYkkT2SpirAlmsjH,https://api.spotify.com/v1/audio-analysis/6NvRxjfYkkT2SpirAlmsjH,278707.0,4.0,"['alternative metal', 'alternative rock', 'blues rock', 'garage rock', 'modern rock', 'nu metal', 'palm desert scene', 'post-grunge', 'rock', 'stoner metal', 'stoner rock']"
4685,4685,4686,2003,No Ones Gonna Change You,Reina,96,5,1,0.647,0.7390000000000001,11.0,-7.859,1.0,0.0335,0.0172,0.00385,0.102,0.6,132.969,audio_features,3MRX02BbSV4zUYt7WAPNos,spotify:track:3MRX02BbSV4zUYt7WAPNos,https://api.spotify.com/v1/tracks/3MRX02BbSV4zUYt7WAPNos,https://api.spotify.com/v1/audio-analysis/3MRX02BbSV4zUYt7WAPNos,257693.0,4.0,"['deep vocal house', 'vocal house']"
4686,4686,4687,2015,No Pressure,Justin Bieber Featuring Big Sean,49,4,1,0.649,0.611,1.0,-6.865,1.0,0.22,0.115,0.0,0.293,0.524,148.952,audio_features,23UV8pJEvRnAZd6ZAXBC0H,spotify:track:23UV8pJEvRnAZd6ZAXBC0H,https://api.spotify.com/v1/tracks/23UV8pJEvRnAZd6ZAXBC0H,https://api.spotify.com/v1/audio-analysis/23UV8pJEvRnAZd6ZAXBC0H,286853.0,3.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
4687,4687,4688,2016,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,97,26,2,0.652,0.795,11.0,-5.192,0.0,0.174,0.156,0.0,0.12300000000000001,0.7879999999999999,135.018,audio_features,0v9Wz8o0BT8DU38R4ddjeH,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/tracks/0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/audio-analysis/0v9Wz8o0BT8DU38R4ddjeH,304607.0,4.0,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
4688,4688,4689,2004,No Problem,Lil Scrappy,88,20,1,0.858,0.731,1.0,-7.224,1.0,0.237,0.053,0.0,0.15,0.139,85.984,audio_features,0EgigrGFGb4PHaVNb7fgK7,spotify:track:0EgigrGFGb4PHaVNb7fgK7,https://api.spotify.com/v1/tracks/0EgigrGFGb4PHaVNb7fgK7,https://api.spotify.com/v1/audio-analysis/0EgigrGFGb4PHaVNb7fgK7,214213.0,4.0,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'wrestling']"
4689,4689,4690,2017,No Promises,A Boogie Wit da Hoodie,74,2,1,0.759,0.6459999999999999,5.0,-7.815,0.0,0.304,0.0164,0.0,0.13699999999999998,0.242,145.005,audio_features,2BJpuAoDeQ1QuPvnryfAWK,spotify:track:2BJpuAoDeQ1QuPvnryfAWK,https://api.spotify.com/v1/tracks/2BJpuAoDeQ1QuPvnryfAWK,https://api.spotify.com/v1/audio-analysis/2BJpuAoDeQ1QuPvnryfAWK,197667.0,4.0,"['melodic rap', 'rap', 'trap']"
4690,4690,4691,2017,No Promises,Cheat Codes Featuring Demi Lovato,95,23,1,0.7390000000000001,0.619,10.0,-6.669,1.0,0.162,0.0572,0.0,0.105,0.58,112.961,audio_features,5lNuqFVMca4vPupY10cH0J,spotify:track:5lNuqFVMca4vPupY10cH0J,https://api.spotify.com/v1/tracks/5lNuqFVMca4vPupY10cH0J,https://api.spotify.com/v1/audio-analysis/5lNuqFVMca4vPupY10cH0J,222787.0,4.0,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'post-teen pop', 'tropical house']"
4691,4691,4692,2016,No Role Modelz,J. Cole,95,25,2,0.696,0.521,10.0,-8.465,0.0,0.332,0.302,0.0,0.0565,0.45799999999999996,100.0,audio_features,62vpWI1CHwFy7tMIcSStl8,spotify:track:62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,292987.0,4.0,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']"
